Feature ID	Surface	Area	Feature	User story	Expected behavior	Code evidence	Runtime/API evidence	Test evidence	Status	Defects	Fix status	Retest status	Notes
DESK-SET-009	Desktop	Settings	MCP servers tab	As a user I can inspect MCP server availability.	MCP tools list loads and execution errors are actionable.	apps/x/packages/shared/src/ipc.ts; settings/mcp-settings.tsx	mcp:listTools; mcp:executeTool; workspace config/mcp.json	Manual Electron dogfood 2026-06-27 rendered empty MCP state, Add server row, stdio/http controls, and patched dynamic row accessible names.	Partial-Test-Pass	FIX-20260627-008	Fixed	Pending	Need save valid stdio/http configs and verify MCP tool list/execution.
DESK-SET-010	Desktop	Settings	Security tab	As a user I can review security-sensitive settings.	Sensitive controls are labeled and irreversible actions require confirmation.	apps/x/apps/renderer/src/components/settings/security-settings.tsx	workspace config/security.json	Manual Electron dogfood 2026-06-27 rendered allowed command and file access controls; patched repeated command inputs from placeholder names to contextual accessible names.	Partial-Test-Pass	FIX-20260627-008	Fixed	Pending	Need add/save/remove grant and raw JSON validation pass.
DESK-SET-011	Desktop	Settings	Help and support tab	As a user I can find help and send feedback.	Help links and feedback submission work or fail visibly.	apps/x/apps/renderer/src/components/settings-dialog.tsx	feedback:submit	Manual Electron dogfood 2026-06-27 rendered Help links, feedback button, and About links without runtime errors.	Partial-Test-Pass	None	N/A	Pending	Need feedback modal submit and external-link behavior pass.
DESK-SET-012	Desktop	Settings	Code mode settings	As a user I can configure code mode safely.	Code mode config persists and respects workspace paths.	apps/x/packages/shared/src/ipc.ts; settings-dialog.tsx	codeMode:getConfig; codeMode:setConfig	Manual Electron dogfood 2026-06-27 rendered agent readiness, code-mode toggle, and approval policy controls; patched missing accessible name on Enable code mode switch.	Partial-Test-Pass	FIX-20260627-008	Fixed	Pending	Need toggle/approval persistence and real agent readiness behavior.
DESK-SET-013	Desktop	Settings	Slack config	As a user I can configure Slack behavior.	Slack config persists and disconnected state is clear.	apps/x/packages/shared/src/ipc.ts	slack:getConfig; slack:setConfig	Not yet tested.	Needs-Test	None	N/A	Pending	May require OAuth credentials.
DESK-VOICE-001	Desktop	Voice	Text to speech	As a user I can hear assistant output when voice is configured.	Synthesis returns audio or a clear provider error.	apps/x/packages/shared/src/ipc.ts	voice:synthesize; /v1/voice/text-to-speech/{voiceId}	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-VOICE-002	Desktop	Voice	Voice command parsing	As a user I can issue natural language voice commands.	Command parsing identifies intents and rejects unsupported commands clearly.	apps/x/packages/shared/src/ipc.ts	voice:parseCommand	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-VOICE-003	Desktop	Voice	Voice command execution	As a user I can execute supported voice commands.	Execution performs intended UI action and reports result.	apps/x/packages/shared/src/ipc.ts	voice:executeCommand	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-WHISPER-001	Desktop	Whisper	Capability diagnostics	As a user I can see whether local Whisper can run.	Diagnostics report platform capability and remediation steps.	apps/x/packages/shared/src/ipc.ts	whisper:capability; whisper:diagnose	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-WHISPER-002	Desktop	Whisper	Model management	As a user I can list, verify, install, repair, and remove local models.	Model state updates and progress events are visible.	apps/x/packages/shared/src/ipc.ts	whisper:listModels; whisper:verifyModel; whisper:ensureModel; whisper:repairModel; whisper:removeModel; whisper:modelProgress	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-WHISPER-003	Desktop	Whisper	Transcription	As a user I can transcribe audio with Whisper.	Transcription returns text or actionable failure.	apps/x/packages/shared/src/ipc.ts	whisper:transcribe	Not yet tested.	Needs-Test	None	N/A	Pending	Requires audio fixture.
DESK-WHISPER-004	Desktop	Whisper	Streaming transcription	As a user I can open and close a transcription stream.	Stream opens, emits text or status, and closes cleanly.	apps/x/packages/shared/src/ipc.ts	whisper:openStream; whisper:closeStream	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-EXPORT-001	Desktop	Export	Note export	As a user I can export a note.	Export creates the selected format and reports destination or error.	apps/x/packages/shared/src/ipc.ts	export:note	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-INLINE-001	Desktop	Inline tasks	Schedule classification	As a user I can type schedule-like task text and have it classified.	Classifier identifies schedule intent without corrupting regular input.	apps/x/packages/shared/src/ipc.ts	inline-task:classifySchedule	Not yet tested.	Needs-Test	None	N/A	Pending	
DESK-INLINE-002	Desktop	Inline tasks	Schedule processing	As a user I can turn inline text into a scheduled task.	Processor creates or updates a background task with expected schedule.	apps/x/packages/shared/src/ipc.ts	inline-task:process	Not yet tested.	Needs-Test	None	N/A	Pending	
API-HEALTH-001	API	Health	Liveness probe	As an operator I can verify the API process is alive.	GET /healthz returns 200 JSON status ok.	apps/rowboat-api/api/openapi.json	GET /healthz	curl returned {"status":"ok"} on 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-HEALTH-002	API	Health	Readiness probe	As an operator I can verify dependencies are ready.	GET /readyz returns healthy only when required services are reachable.	apps/rowboat-api/api/openapi.json	GET /readyz	make api-up readiness passed 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-HEALTH-003	API	Config	Desktop bootstrap config	As the desktop app I can fetch cloud config.	GET /v1/config returns app URL, issuer, devstack URL, and OAuth client id.	apps/rowboat-api/api/openapi.json	GET /v1/config	curl returned config with appUrl http://localhost:18081 on 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-DOCS-001	API	Docs	OpenAPI document	As an integrator I can download the OpenAPI spec.	GET /openapi.json returns a valid OpenAPI document.	apps/rowboat-api/api/openapi.json	GET /openapi.json	Parsed with node during feature inventory 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-DOCS-002	API	Docs	Scalar or API docs	As an integrator I can browse API documentation.	Docs render from the same OpenAPI contract without route errors.	apps/rowboat-api/internal/http or docs routes	Docs route	Kind deploy validation 2026-06-27 reported scalar docs ok after OpenAPI probe.	Tested-Pass	None	N/A	Retest-Pass	Automated route check, not a visual docs-page review.
API-AUTH-001	API	Auth	WorkOS login URL	As a user I can start WorkOS AuthKit login.	GET /v1/auth/workos/login-url returns a login URL for configured tenant.	apps/rowboat-api/api/openapi.json	GET /v1/auth/workos/login-url	Direct API smoke 2026-06-27 returned devstack AuthKit URL with client_id, redirect_uri, code_challenge, and state.	Tested-Pass	None	N/A	Retest-Pass	Validated against kind devstack WorkOS mock.
API-AUTH-002	API	Auth	WorkOS code exchange	As a user I can exchange an auth code.	POST /v1/auth/workos/exchange returns a usable token bundle or clear error.	apps/rowboat-api/api/openapi.json	POST /v1/auth/workos/exchange	Not yet tested.	Needs-Test	None	N/A	Pending	May need WorkOS config.
API-AUTH-003	API	Auth	Token refresh	As a user I can refresh an expired token.	POST /v1/auth/workos/refresh returns new token bundle or clear unauthorized response.	apps/rowboat-api/api/openapi.json	POST /v1/auth/workos/refresh	Not yet tested.	Needs-Test	None	N/A	Pending	May need WorkOS config.
API-AUTH-004	API	Account	Current user	As an authenticated user I can fetch my profile and billing state.	GET /v1/me returns user identity, plan, and quotas.	apps/rowboat-api/api/openapi.json	GET /v1/me	Kind validation and direct API smoke 2026-06-27 fetched authenticated user plus billing plan/status/credit usage using a devstack-minted bearer token.	Tested-Pass	None	N/A	Retest-Pass	
API-BILL-001	API	Billing	Pricing and quota enforcement	As a user I am limited according to plan.	Quota and pricing checks gate metered API work and report usage.	apps/rowboat-api/internal/billing; internal/pricing; internal/quota	/v1/me; metered endpoints	Not yet tested beyond successful mock LLM and task calls.	Needs-Test	None	N/A	Pending	
API-LLM-001	API	LLM	List models	As a client I can list routable models.	GET /v1/llm/models returns configured model choices.	apps/rowboat-api/api/openapi.json	GET /v1/llm/models	make api-up model probe passed 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-LLM-002	API	LLM	Chat completions proxy	As a client I can send chat completion requests through the API.	POST /v1/llm/chat/completions forwards to provider or mock and returns completion.	apps/rowboat-api/api/openapi.json	POST /v1/llm/chat/completions	Manual desktop chat via API gateway returned mock response 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-LLM-003	API	LLM	Legacy completions proxy	As a legacy client I can send completion requests.	POST /v1/llm/completions returns provider response or clear unsupported error.	apps/rowboat-api/api/openapi.json	POST /v1/llm/completions	Direct API smoke 2026-06-27 initially returned raw upstream 404 because devstack lacked /v1/completions; after FIX-20260627-022, retest returned 200 text_completion with "Hello from the mock completion." and usage.	Tested-Pass	FIX-20260627-022	Fixed	Retest-Pass	Devstack now mocks /completions and /v1/completions.
API-LLM-004	API	LLM	Embeddings proxy	As a client I can create embeddings.	POST /v1/llm/embeddings returns embedding vectors and handles provider errors.	apps/rowboat-api/api/openapi.json	POST /v1/llm/embeddings	Direct API smoke 2026-06-27 initially returned raw upstream 404 because devstack lacked /v1/embeddings; after FIX-20260627-022, retest returned 200 list with two embedding vectors and usage.	Tested-Pass	FIX-20260627-022	Fixed	Retest-Pass	Devstack now mocks /embeddings and /v1/embeddings.
API-BGTASK-001	API	Background tasks	List task mirrors	As a desktop client I can list cloud task mirrors.	GET /v1/background-tasks returns account task mirrors.	apps/rowboat-api/api/openapi.json	GET /v1/background-tasks	Exercised indirectly by cloud sync during manual dogfood.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-002	API	Background tasks	Create task mirror	As a desktop client I can create a cloud task mirror.	POST /v1/background-tasks persists slug, target, config, and schedule metadata.	apps/rowboat-api/api/openapi.json	POST /v1/background-tasks	Manual API cron and API run tasks created 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-003	API	Background tasks	Get task mirror	As a desktop client I can fetch a single task mirror.	GET /v1/background-tasks/{slug} returns stored task mirror or 404.	apps/rowboat-api/api/openapi.json	GET /v1/background-tasks/{slug}	Exercised indirectly by manual IPC check 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-004	API	Background tasks	Patch task mirror	As a desktop client I can update a task mirror.	PATCH preserves omitted fields, including target and schedule source data.	apps/rowboat-api/api/openapi.json	PATCH /v1/background-tasks/{slug}	Manual cleanup disabled tasks and confirmed target preserved 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-005	API	Background tasks	Delete task mirror	As a desktop client I can delete a task mirror.	DELETE removes cloud mirror and schedules stop firing.	apps/rowboat-api/api/openapi.json	DELETE /v1/background-tasks/{slug}	Direct API smoke 2026-06-27 created qa-run-mirror-1782553184494 and deleted it with revision cleanup after run-mirror validation.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-006	API	Background tasks	Trigger task	As a desktop client I can trigger a cloud task run.	POST /v1/background-tasks/{slug}/trigger creates a queued API worker run.	apps/rowboat-api/api/openapi.json	POST /v1/background-tasks/{slug}/trigger	Manual API run succeeded 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-007	API	Background task runs	List runs	As a desktop client I can list task and account runs.	Run list endpoints return recent runs with status, trigger, executor, and timestamps.	apps/rowboat-api/api/openapi.json	GET /v1/background-task-runs; GET /v1/background-tasks/{slug}/runs	Manual IPC check listed cloud runs 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-008	API	Background task runs	Get run and status	As a desktop client I can poll run details and status.	Get/status endpoints reflect queued, running, and terminal states.	apps/rowboat-api/api/openapi.json	GET /v1/background-tasks/{slug}/runs/{runId}; /status	Manual IPC check observed succeeded status 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-009	API	Background task runs	Append and list run events	As worker and desktop clients we can write and read run events.	Event list returns ordered lifecycle events and appends validate schema.	apps/rowboat-api/api/openapi.json	Desktop fixed-build run 2026-06-27T09-26-25Z-0075932-000 appended/listed desktop.start and desktop.message events; API worker runs listed temporal/runtime events.	Vitest cloud workflow regression covers known desktop event types and idempotent second sync; Go backgroundtasks tests pass.	Tested-Pass	FIX-20260627-021	Fixed	Retest-Pass	AppendRunEvents now accepts desktop transcript event namespace; desktop sync serializes task/run cloud writes.
API-BGTASK-010	API	Background task runs	Cancel run	As a user I can cancel a cloud run.	Cancel endpoint signals worker or returns clear terminal-state response.	apps/rowboat-api/internal/backgroundtasks/handler.go; POST /v1/background-tasks/{slug}/runs/{runId}/cancel	Runtime via Electron IPC hit the API cancel endpoint for completed run api-trigger-e2d84ab4-fb39-408f-a960-486fcd45c4da and received 202/current succeeded state.	Go regression test covers terminal cancel does not call Temporal.	Partial-Test-Pass	FIX-20260627-027	Fixed	Retest-Pass	Active in-flight cancel still needs a slow workflow fixture.
API-BGTASK-011	API	Background task runs	Retry run	As a user I can retry a failed cloud run.	Retry endpoint creates a new attempt or reports why retry is unavailable.	apps/rowboat-api/internal/backgroundtasks/handler.go; POST /v1/background-tasks/{slug}/runs/{runId}/retry	Runtime retried failed run sched-cron-531f3cf7-df63-462c-af15-64ef3332793e and created retry-5f2ac2df-a438-47a1-a31a-8634be950b33.	New retry run linked to prior run, had attempt 2 and trigger retry, and completed succeeded.	Tested-Pass	FIX-20260627-027	Fixed	Retest-Pass	Completed-run retry denial returned clear 400.
API-BGTASK-012	API	Background task runs	Signal run	As a user I can send a signal to an active cloud run.	Signal endpoint validates payload and reaches Temporal workflow.	apps/rowboat-api/internal/backgroundtasks/handler.go; POST /v1/background-tasks/{slug}/runs/{runId}/signal	Runtime terminal-run signal returned clear 400 "only queued or running runs can be signaled"; pre-fix behavior reproduced 502 temporal_signal_failed.	Go regression test covers terminal signal does not call Temporal.	Partial-Test-Pass	FIX-20260627-027	Fixed	Retest-Pass	Active signal delivery remains unproven until a long-running API workflow fixture exists.
API-BGTASK-013	API	Background task artifacts	Put and get artifact	As worker and desktop clients we can sync final artifacts.	PUT stores artifact; GET returns current artifact for run or task.	apps/rowboat-api/api/openapi.json	GET and PUT /v1/background-tasks/{slug}/artifact	Smoke and manual API runs observed artifact preview "Hello from the mock LLM."	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-014	API	Background task scheduler	Temporal schedules	As a user I can rely on cloud cron work.	Scheduler creates Temporal schedules, keeps health current, and scheduled runs complete.	apps/rowboat-api/internal/backgroundtaskworkflow; scheduler deployment	Temporal schedule through /v1/background-tasks	Manual API cron run succeeded and scheduleState health was current 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-015	API	Background task worker	Worker execution	As a user I can run tasks in the API worker.	Worker executes runtime, emits events, stores artifacts, and marks terminal status.	apps/rowboat-api/internal/backgroundtaskruntime; worker deployment	Temporal worker	Manual API run and make smoke-desktop passed 2026-06-27.	Tested-Pass	None	N/A	Retest-Pass	
API-BGTASK-016	API	Background task runs	Create run mirror	As a desktop client I can create a cloud-visible run record for a local task run.	POST /v1/background-tasks/{slug}/runs validates desktop run metadata, persists run state, and returns the mirror without starting an API worker.	apps/rowboat-api/api/openapi.json	POST /v1/background-tasks/{slug}/runs	Direct API smoke 2026-06-27 created run local-run-1782553184494 for qa-run-mirror-1782553184494 with status running, executor desktop, revision 1.	Tested-Pass	None	N/A	Retest-Pass	Added from OpenAPI coverage audit 2026-06-27; direct endpoint coverage now recorded.
API-BGTASK-017	API	Background task runs	Patch run mirror	As a desktop client I can update mirrored local run status and metadata.	PATCH /v1/background-tasks/{slug}/runs/{runId} preserves omitted fields and updates status, timing, trigger, executor, and summary fields consistently.	apps/rowboat-api/api/openapi.json	PATCH /v1/background-tasks/{slug}/runs/{runId}	Direct API smoke 2026-06-27 patched local-run-1782553184494 from running to succeeded, revision 2, progressPercent 100, summary "Run mirror smoke succeeded.", then fetched status succeeded.	Tested-Pass	None	N/A	Retest-Pass	Added from OpenAPI coverage audit 2026-06-27; direct endpoint coverage now recorded.
API-EVENT-001	API	Events	List events	As a user I can see cloud events received by my account.	GET /v1/events returns event summaries with filters.	apps/rowboat-api/api/openapi.json	Event list endpoint used during dogfood for event 8cf50160-265b-4dbf-91c9-43f99e5660f6.	Cloud event task routing produced listable routed event state.	Tested-Pass	FIX-20260627-018; FIX-20260627-019	Fixed	Retest-Pass	Kind values now enable CLOUD_EVENTS_ROUTING_ENABLED.
API-EVENT-002	API	Events	Ingest event	As an integration I can submit a cloud event.	POST /v1/events validates and persists event data.	apps/rowboat-api/api/openapi.json	POST /v1/events persisted event 8cf50160-265b-4dbf-91c9-43f99e5660f6 for qa-dogfood-api-event-1782551271377.	Event payload routed to one matching background task and produced a linked run.	Tested-Pass	FIX-20260627-018; FIX-20260627-019	Fixed	Retest-Pass	Devstack JSON-mode mock returns deterministic route/match decisions.
API-EVENT-003	API	Events	Get event detail	As a user I can inspect one cloud event.	GET /v1/events/{eventId} returns full event or 404.	apps/rowboat-api/api/openapi.json	GET /v1/events/{eventId} returned routed detail for event 8cf50160-265b-4dbf-91c9-43f99e5660f6.	Detail included routingStatus routed and matchedTaskCount 1.	Tested-Pass	FIX-20260627-018; FIX-20260627-019	Fixed	Retest-Pass	Event detail path healthy after routing config fix.
API-EVENT-004	API	Events	Event-triggered runs	As a user I can see runs triggered by an event.	GET /v1/events/{eventId}/runs lists linked task runs.	apps/rowboat-api/api/openapi.json	GET /v1/events/8cf50160-265b-4dbf-91c9-43f99e5660f6/runs listed run event-ed9fad99-052d-4c7e-b7ba-334e8c0f74d8.	Linked run reached succeeded/Completed with executor api.	Tested-Pass	FIX-20260627-018; FIX-20260627-019	Fixed	Retest-Pass	Event-triggered background work verified end to end.
API-EVENT-005	API	Events	Internal event ingestion	As a trusted service I can ingest server-to-server events.	POST /v1/internal/events validates internal auth and persists events.	apps/rowboat-api/api/openapi.json	POST /v1/internal/events	Not yet tested.	Needs-Test	None	N/A	Pending	
API-WEBHOOK-001	API	Webhooks	Google push webhook	As a connected user I can receive Google push notifications.	Webhook verifies and stores event, then triggers matching tasks.	apps/rowboat-api/api/openapi.json	POST /v1/webhooks/google	Not yet tested.	Needs-Test	None	N/A	Pending	May require Google channel fixture.
API-WEBHOOK-002	API	Webhooks	Slack events webhook	As a connected user I can receive Slack Events API callbacks.	Webhook verifies Slack request and triggers matching tasks.	apps/rowboat-api/api/openapi.json	POST /v1/webhooks/slack	Not yet tested.	Needs-Test	None	N/A	Pending	May require Slack signature fixture.
API-CONN-001	API	Connectors	List connectors	As a desktop client I can list available connectors.	GET /v1/connectors returns supported connector metadata.	apps/rowboat-api/api/openapi.json	GET /v1/connectors	Direct API smoke 2026-06-27 returned 200 with three connector records for a devstack-authenticated user.	Tested-Pass	None	N/A	Retest-Pass	
API-CONN-002	API	Connectors	Start connector OAuth	As a user I can start an OAuth connector flow.	POST /v1/connections/{name}/start returns an authorization URL.	apps/rowboat-api/api/openapi.json	POST /v1/connections/{name}/start	Not yet tested.	Needs-Test	None	N/A	Pending	May require connector credentials.
API-CONN-003	API	Connectors	Connector callback	As a user I can finish connector OAuth.	GET /v1/connections/{name}/callback stores connection and redirects safely.	apps/rowboat-api/api/openapi.json	GET /v1/connections/{name}/callback	Not yet tested.	Needs-Test	None	N/A	Pending	May require connector credentials.
API-CONN-004	API	Connectors	Disconnect connector	As a user I can disconnect a connector.	DELETE /v1/connections/{name} removes connection and invalidates tokens.	apps/rowboat-api/api/openapi.json	DELETE /v1/connections/{name}	Not yet tested.	Needs-Test	None	N/A	Pending	
API-CONN-005	API	Connectors	Mint MCP token	As the desktop app I can mint a connector MCP token.	POST /v1/connections/{name}/mcp-token returns a short-lived token or clear unauthorized response.	apps/rowboat-api/api/openapi.json	POST /v1/connections/{name}/mcp-token	Not yet tested.	Needs-Test	None	N/A	Pending	
API-COMPOSIO-001	API	Composio	Proxy Composio v3	As the desktop app I can call Composio through the API.	All supported HTTP methods proxy path, auth, and error body correctly.	apps/rowboat-api/api/openapi.json	/v1/composio/{path}	Not yet tested.	Needs-Test	None	N/A	Pending	Requires Composio config.
API-OAUTH-001	API	OAuth	Google OAuth start and callback	As a user I can connect Google.	Start produces consent URL; callback stores token bundle.	apps/rowboat-api/api/openapi.json	GET /oauth/google/start; GET /oauth/google/callback	Not yet tested.	Needs-Test	None	N/A	Pending	Requires OAuth app.
API-OAUTH-002	API	OAuth	Slack OAuth start and callback	As a user I can connect Slack.	Start produces install URL; callback stores workspace connection.	apps/rowboat-api/api/openapi.json	GET /oauth/slack/start; GET /oauth/slack/callback	Not yet tested.	Needs-Test	None	N/A	Pending	Requires OAuth app.
API-OAUTH-003	API	OAuth	Google token claim and refresh	As a desktop client I can claim and refresh Google tokens.	Claim returns pending token bundle once; refresh returns a fresh access token.	apps/rowboat-api/api/openapi.json	POST /v1/google-oauth/claim; POST /v1/google-oauth/refresh	Not yet tested.	Needs-Test	None	N/A	Pending	
API-OAUTH-004	API	OAuth	Slack token claim	As a desktop client I can claim a Slack workspace connection.	Claim returns pending connection once and handles expiration.	apps/rowboat-api/api/openapi.json	POST /v1/slack-oauth/claim	Not yet tested.	Needs-Test	None	N/A	Pending	
API-OAUTH-005	API	OAuth	Pre-consent entitlement hook	As OAuth infrastructure I can validate entitlement before consent.	Hook approves or denies connector pre-consent with reason.	apps/rowboat-api/api/openapi.json	POST /oauth-hooks/pre-consent	Not yet tested.	Needs-Test	None	N/A	Pending	
API-INTERNAL-001	API	Internal	Force disconnect connector	As an internal service I can invalidate a connection.	Endpoint requires internal auth and disconnects only the targeted connector.	apps/rowboat-api/api/openapi.json	POST /v1/internal/connections/invalidate	Not yet tested.	Needs-Test	None	N/A	Pending	
API-SEARCH-001	API	Search	Exa search	As a client I can run web search through the API.	POST /v1/search/exa returns results or clear provider configuration error.	apps/rowboat-api/api/openapi.json	POST /v1/search/exa	Direct API smoke 2026-06-27 returned 200 with one search result for query "rowboat qa smoke".	Tested-Pass	None	N/A	Retest-Pass	Happy path works in the current kind environment.
API-VOICE-001	API	Voice	Text to speech	As a client I can generate speech audio.	POST /v1/voice/text-to-speech/{voiceId} returns audio bytes or provider error.	apps/rowboat-api/api/openapi.json	POST /v1/voice/text-to-speech/{voiceId}	Direct API smoke 2026-06-27 with invalid voice id qa-voice returned provider 400 with structured invalid_uid/request_id detail.	Partial-Test-Pass	None	N/A	Pending	Clear provider error path works; happy path still needs a valid configured voice id.
API-GQL-001	API	Admin	Admin GraphQL	As an admin client I can query administrative GraphQL.	POST /graphql executes allowed admin schema or rejects unauthorized requests.	apps/rowboat-api/api/openapi.json	POST /graphql	Not yet tested.	Needs-Test	None	N/A	Pending	
QA-LOGS-001	All	Observability	Log sweep	As an operator I can verify no hidden runtime errors occurred during dogfood.	Console, desktop, API, worker, and scheduler logs are reviewed after workflows.	scripts and runtime logs	agent-browser errors; kubectl logs; desktop log	Log sweep 2026-06-27 found no runtime errors after recovery; only dev warnings and expected missing OAuth scope messages.	Tested-Pass	None	N/A	Retest-Pass	N/A
QA-STACK-001	Local stack	Reliability	Postgres connection budget	As a developer dogfooding the full stack I can start Electron, API, worker, scheduler, Temporal, and devstack without exhausting Postgres connections.	Local database pools and Postgres max connections leave enough headroom for Electron startup and background work.	apps/rowboat-api/internal/appconfig/config.go; apps/rowboat-api/internal/db/db.go; charts/rowboat-api/values-kind.yaml; deploy/kind/rowboat-api/dependencies.yaml	Dogfood reproduced too many clients and identity-resolution failures; after pool and Postgres config fixes, /readyz was ok and Postgres had free connection slots.	go test ./internal/appconfig ./internal/db; helm lint/template; make status and kind up 2026-06-27	Tested-Pass	FIX-20260627-024	Fixed	Retest-Pass	Kind config uses 8 open / 4 idle conns per API process and Postgres max_connections=100.
QA-STACK-002	Local stack	Reliability	Temporal recovery after Postgres rollout	As a developer redeploying local dependencies I do not get a Ready Temporal pod with unusable database handles.	When the Postgres pod is replaced, Temporal is restarted before worker/scheduler/API validation depends on it.	scripts/rowboat-api-kind.sh	Dogfood reproduced 502 temporal_start_failed and Temporal no usable database connection found after Postgres recreate; deploy helper now detects Postgres pod UID changes and restarts Temporal.	Manual rollout restart recovered worker; subsequent kind up and API-owned scheduler smoke passed sched-temporal-5ba6d692-7994-45e2-ad64-c2ffb716a992.	Tested-Pass	FIX-20260627-025	Fixed	Retest-Pass	Prevents stale Temporal SQL handles after dependency changes.
QA-STACK-003	API	Reliability	Background task route burst limit	As the desktop app I can sync a normal background run without being throttled by the API's own task burst limiter.	Desktop artifact, run, event, and polling sync bursts complete without 429 for normal task runs.	apps/rowboat-api/cmd/server/wire.go	Fresh desktop run 2026-06-27T10-25-19Z-0096247-000 after redeploy produced only 200/201 responses for task sync and no 429 in the API log window.	go test ./cmd/server ./internal/ratelimit; redeployed kind API and reran desktop/API tasks through Electron IPC.	Tested-Pass	FIX-20260627-026	Fixed	Retest-Pass	Background-task burst guardrail raised from 30/10s to 120/10s.
